scientificName,vernacularName,taxonId,redListCategory,assessmentYear,speciesGroup,assessmentArea
Lithoderma fatiscens,,107242,NE,2021,Alger,Norge
Lithodes maja,trollkrabbe,16576,LC,2021,Krepsdyr,Norge
Lithographa tesserata,,65352,LC,2021,Laver,Norge
Lithographa tesserata,,65352,NE,2021,Laver,Svalbard
Lithographa varangrica,,65354,NE,2021,Laver,Norge
Lithophane consocia,grått kappefly,47568,LC,2021,Sommerfugler,Norge
Lithophane furcifera,gaffelkappefly,47566,LC,2021,Sommerfugler,Norge
Lithophane lamda,porskappefly,47567,LC,2021,Sommerfugler,Norge
Lithophane ornitopus,eikekappefly,137362,LC,2021,Sommerfugler,Norge
Lithophane semibrunnea,askekappefly,136524,NA,2021,Sommerfugler,Norge
Lithophane socia,brunt kappefly,47565,LC,2021,Sommerfugler,Norge
Lithophyllum corallinae,,152983,NE,2021,Alger,Norge
Lithophyllum crouaniorum,,106671,NE,2021,Alger,Norge
Lithophyllum incrustans,,106672,NE,2021,Alger,Norge
Lithophyllum orbiculatum,,106673,NE,2021,Alger,Norge
Lithosia quadra,kjempelavspinner,47256,NA,2021,Sommerfugler,Norge
Lithospermum officinale,legesteinfrø,101012,NT,2021,Karplanter,Norge
Lithothamnion corallioides,korallmergel,106695,NE,2021,Alger,Norge
Lithothamnion flavescens,,106697,NE,2021,Alger,Norge
Lithothamnion fornicatum,,106698,NE,2021,Alger,Norge
Lithothamnion glaciale,vorterugl,106699,LC,2021,Alger,Norge
Lithothamnion grande,,106700,NE,2021,Alger,Norge
Lithothamnion intermedium,,106701,NE,2021,Alger,Norge
Lithothamnion lemoineae,,187223,DD,2021,Alger,Norge
Lithothamnion nodulosum,,106702,NE,2021,Alger,Norge
Lithothamnion norvegicum,,106703,NE,2021,Alger,Norge
Lithothamnion sonderi,dypvannsrugl,106704,LC,2021,Alger,Norge
Lithothamnion soriferum,,202910,LC,2021,Alger,Norge
Lithothamnion tophiforme,,106705,DD,2021,Alger,Norge
Lithothamnion tusterense,,106706,NE,2021,Alger,Norge
Lithothamnion ungeri,,106707,NE,2021,Alger,Norge
Litoligia literosa,rødlig strandengfly,47527,LC,2021,Sommerfugler,Norge
Litosiphon laminariae,butaretråd,107123,LC,2021,Alger,Norge
Litosiphon tenuis,,107124,NE,2021,Alger,Norge
Litschauerella abietis,,58116,NE,2021,Sopper,Norge
Litschauerella clematidis,,58117,NE,2021,Sopper,Norge
Littorella uniflora,tjerngras,102523,LC,2021,Karplanter,Norge
Littorina arcana,,109017,LC,2021,Bløtdyr,Norge
Littorina compressa,,109018,LC,2021,Bløtdyr,Norge
Littorina fabalis,,109019,LC,2021,Bløtdyr,Norge
Littorina littorea,storstrandsnegl,109020,LC,2021,Bløtdyr,Norge
Littorina obtusata,buttstrandsnegl,109021,LC,2021,Bløtdyr,Norge
Littorina saxatilis,steinsnegl,109022,LC,2021,Bløtdyr,Norge
Livia juncorum,sivsuger,111524,LC,2021,Nebbmunner,Norge
Lixus bardanae,,9065,LC,2021,Biller,Norge
Lixus iridis,,9066,LC,2021,Biller,Norge
Liza aurata,gullmulte,43134,NA,2021,Fisker,Norge
Liza ramada,tynnleppet multe,43133,NA,2021,Fisker,Norge
Lobaria amplissima,sølvnever,78182,LC,2021,Laver,Norge
Lobaria hallii,fossenever,78194,VU,2021,Laver,Norge
Lobaria linita,fjellnever,78199,LC,2021,Laver,Norge
Lobaria linita,fjellnever,78199,LC,2021,Laver,Svalbard
Lobaria pulmonaria,lungenever,78211,LC,2021,Laver,Norge
Lobaria scrobiculata,skrubbenever,78216,LC,2021,Laver,Norge
Lobaria virens,kystnever,78229,LC,2021,Laver,Norge
Lobelia dortmanna,botnegras,100958,LC,2021,Karplanter,Norge
Lobelia erinus,hagelobelia,100959,NA,2021,Karplanter,Norge
Lobelia inflata,,128746,NA,2021,Karplanter,Norge
Lobelia kalmii,,145579,NA,2021,Karplanter,Norge
Lobelia urens,kvasslobelia,100960,NA,2021,Karplanter,Norge
Lobesia abscisana,tistelskuddvikler,45904,LC,2021,Sommerfugler,Norge
Lobesia bicinctana,smørbukkskuddvikler,45903,LC,2021,Sommerfugler,Norge
Lobesia littoralis,strandskuddvikler,45902,LC,2021,Sommerfugler,Norge
Lobesia reliquana,eikeskuddvikler,45900,LC,2021,Sommerfugler,Norge
Lobesia virulenta,mørk skuddvikler,45901,LC,2021,Sommerfugler,Norge
Lobophora halterata,ospetungemåler,46961,LC,2021,Sommerfugler,Norge
Loborhynchapion brundini,,127699,LC,2021,Biller,Norge
Lobothallia alphoplaca,praktskiferlav,69718,EN,2021,Laver,Norge
Lobothallia alphoplaca,praktskiferlav,69718,NE,2021,Laver,Svalbard
Lobothallia melanaspis,bekkeskiferlav,69719,NT,2021,Laver,Norge
Lobothallia praeradiosa,steppeskiferlav,69720,VU,2021,Laver,Norge
Lobothallia radiosa,kalkskiferlav,69721,VU,2021,Laver,Norge
Lobothallia recedens,,145079,NE,2021,Laver,Norge
Lobrathium multipunctum,,12543,LC,2021,Biller,Norge
Lobularia maritima,silkedodre,101260,NA,2021,Karplanter,Norge
Lobulicium occultum,usynlig barksopp,55816,LC,2021,Sopper,Norge
Lobulosa pollex,,19992,VU,2021,Tovinger,Norge
Lochmaea caprea,bjørkebladbille,7203,LC,2021,Biller,Norge
Lochmaea suturalis,lyngbladbille,7205,LC,2021,Biller,Norge
Locusta migratoria,europeisk vandregresshoppe,112767,NA,2021,Rettvinger,Norge
Locustella naevia,gresshoppesanger,4452,NT°,2021,Fugler,Norge
Loeskeobryum brevirostre,kystmose,104644,LC,2021,Moser,Norge
Loeskypnum badium,messingmose,104606,LC,2021,Moser,Norge
Loewia foeda,,27162,NE,2021,Tovinger,Norge
Loewia phaeoptera,,27163,NE,2021,Tovinger,Norge
Logfia gallica,fransk ullurt,100740,NA,2021,Karplanter,Norge
Logfia minima,gaffelullurt,100741,EN,2021,Karplanter,Norge
Loligo forbesii,,211414,LC,2021,Bløtdyr,Norge
Loligo vulgaris,,120206,LC,2021,Bløtdyr,Norge
Lolium multiflorum,italiaraigras,100090,NA,2021,Karplanter,Norge
Lolium perenne,raigras,100091,LC,2021,Karplanter,Norge
Lolium remotum,linsvimling,100092,NA,2021,Karplanter,Norge
Lolium rigidum,stivraigras,100093,NA,2021,Karplanter,Norge
Lolium temulentum,svimling,100094,NA,2021,Karplanter,Norge
Lomaspilis marginata,randmåler,47047,LC,2021,Sommerfugler,Norge
Lomechusa emarginata,,11991,LC,2021,Biller,Norge
Lomechusa paradoxa,,11992,LC,2021,Biller,Norge
Lomechusa pubicollis,,11993,LC,2021,Biller,Norge
Lomechusoides strumosus,,11996,LC,2021,Biller,Norge
Lomentaria articulata,leddet rosenrør,106838,LC,2021,Alger,Norge
Lomentaria clavellosa,vanlig rosenrør,106839,LC,2021,Alger,Norge
Lomentaria orcadensis,spissbladet rosenrør,106840,LC,2021,Alger,Norge
Lomographa bimaculata,toflekket hermelinmåler,47036,LC,2021,Sommerfugler,Norge
Lomographa temerata,båndhermelinmåler,47037,LC,2021,Sommerfugler,Norge
Lonchaea laxa,,23730,LC,2021,Tovinger,Norge
Lonchaea stackelbergi,,23742,LC,2021,Tovinger,Norge
Lonchodryinus ruficornis,,119061,LC,2021,Vepser,Norge
Lonchoptera bifurcata,,22690,LC,2021,Tovinger,Norge
Lonchoptera fallax,,22691,LC,2021,Tovinger,Norge
Lonchoptera impicta,,22692,LC,2021,Tovinger,Norge
Lonchoptera lutea,vanlig spissvingeflue,22693,LC,2021,Tovinger,Norge
Lonchoptera nigrociliata,,22695,LC,2021,Tovinger,Norge
Lonchoptera nitidifrons,,22696,LC,2021,Tovinger,Norge
Lonchoptera tristis,,22698,LC,2021,Tovinger,Norge
Longalatedes elymi,marehalmfly,47489,LC,2021,Sommerfugler,Norge
Longitarsus apicalis,,6791,EN,2021,Biller,Norge
Longitarsus atricillus,,6792,LC,2021,Biller,Norge
Longitarsus brunneus,,6794,VU,2021,Biller,Norge
Longitarsus curtus,,6795,LC,2021,Biller,Norge
Longitarsus exsoletus,,6797,LC,2021,Biller,Norge
Longitarsus ganglbaueri,,6801,LC,2021,Biller,Norge
Longitarsus gracilis,,6802,LC,2021,Biller,Norge
Longitarsus holsaticus,,6804,LC,2021,Biller,Norge
Longitarsus jacobaeae,,6805,LC,2021,Biller,Norge
Longitarsus kutscherai,,6806,LC,2021,Biller,Norge
Longitarsus longiseta,,6809,LC,2021,Biller,Norge
Longitarsus luridus,,6810,LC,2021,Biller,Norge
Longitarsus melanocephalus,,6813,LC,2021,Biller,Norge
Longitarsus nasturtii,,6818,LC,2021,Biller,Norge
Longitarsus nigerrimus,,6820,LC,2021,Biller,Norge
Longitarsus nigrofasciatus,,6821,LC,2021,Biller,Norge
Longitarsus ochroleucus,,6824,CR,2021,Biller,Norge
Longitarsus parvulus,,6825,DD,2021,Biller,Norge
Longitarsus pellucidus,,6826,VU,2021,Biller,Norge
Longitarsus plantagomaritimus,,6827,VU,2021,Biller,Norge
Longitarsus pratensis,,6828,LC,2021,Biller,Norge
Longitarsus reichei,,6831,EN,2021,Biller,Norge
Longitarsus rubiginosus,,6832,LC,2021,Biller,Norge
Longitarsus succineus,,6833,LC,2021,Biller,Norge
Longitarsus suturellus,,6834,LC,2021,Biller,Norge
Longitarsus tabidus,,6836,LC,2021,Biller,Norge
Lonicera ×italica,slyngkaprifol,172525,NA,2021,Karplanter,Norge
Lonicera ×xylosteoides,mellomleddved,214825,NA,2021,Karplanter,Norge
Lonicera acuminata,kinaleddved,127959,NA,2021,Karplanter,Norge
Lonicera alpigena,alpeleddved,101711,NA,2021,Karplanter,Norge
Lonicera caerulea,blåleddved,101712,NA,2021,Karplanter,Norge
Lonicera caprifolium,kaprifol,101713,NA,2021,Karplanter,Norge
Lonicera fragrantissima,,169090,NA,2021,Karplanter,Norge
Lonicera involucrata,skjermleddved,101714,NA,2021,Karplanter,Norge
Lonicera japonica,japankaprifol,127960,NA,2021,Karplanter,Norge
Lonicera korolkowii,prydleddved,101715,NA,2021,Karplanter,Norge
Lonicera ligustrina,,127961,NA,2021,Karplanter,Norge
Lonicera ligustrina subsp. yunnanensis,myrteleddved,127962,NA,2021,Karplanter,Norge
Lonicera morrowii,,128747,NA,2021,Karplanter,Norge
Lonicera nigra,svartleddved,101716,NA,2021,Karplanter,Norge
Lonicera periclymenum,vivendel,101717,LC,2021,Karplanter,Norge
Lonicera sempervirens,trompetkaprifol,127963,NA,2021,Karplanter,Norge
Lonicera tatarica,tatarleddved,101718,NA,2021,Karplanter,Norge
Lonicera xylosteum,leddved,101719,LC,2021,Karplanter,Norge
Lopadium coralloideum,korallravnlav,69493,LC,2021,Laver,Norge
Lopadium coralloideum,korallravnlav,69493,LC,2021,Laver,Svalbard
Lopadium disciforme,barkravnlav,69494,LC,2021,Laver,Norge
Lopadium pezizoideum,moseravnlav,69501,LC,2021,Laver,Norge
Lopadium pezizoideum,moseravnlav,69501,LC,2021,Laver,Svalbard
Lopadostoma gastrinum,,98778,NE,2021,Sopper,Norge
Lopadostoma pouzarii,,82953,NT,2021,Sopper,Norge
Lopadostoma turgidum,,98779,NE,2021,Sopper,Norge
Lopezia coronata,,145582,NA,2021,Karplanter,Norge
Lopezia racemosa,,145583,NA,2021,Karplanter,Norge
Lophaster furcifer,,3352,LC,2021,Pigghuder,Norge
Lopheros rubens,,10490,CR,2021,Biller,Norge
Lophiostoma appendiculatum,,79998,NE,2021,Sopper,Norge
Lophiostoma compressum,,80002,NE,2021,Sopper,Norge
Lophiostoma curtum,,80003,NE,2021,Sopper,Norge
Lophiostoma macrostomoides,,96747,NE,2021,Sopper,Norge
Lophiostoma macrostomum,,80010,NE,2021,Sopper,Norge
Lophiostoma quadrinucleatum,,80015,NE,2021,Sopper,Norge
Lophiotrema boreale,,80021,NE,2021,Sopper,Norge
Lophiotrema nucula,,80022,NE,2021,Sopper,Norge
Lophiotrema vagabundum,,80023,NE,2021,Sopper,Norge
Lophium mytilinum,muslingsprekksopp,68415,NE,2021,Sopper,Norge
Lophius budegassa,svartflabb,42821,NA,2021,Fisker,Norge
Lophius piscatorius,breiflabb,42820,LC,2021,Fisker,Norge
Lophocolea bidentata,totannblonde,105171,LC,2021,Moser,Norge
Lophocolea fragrans,skåreblonde,105172,VU,2021,Moser,Norge
Lophocolea heterophylla,stubbeblonde,105173,LC,2021,Moser,Norge
Lophocolea minor,grynblonde,105174,LC,2021,Moser,Norge
Lophodermella sulcigena,,81073,NE,2021,Sopper,Norge
Lophodermium arundinaceum,,81077,NE,2021,Sopper,Norge
Lophodermium aucupariae,,81078,NE,2021,Sopper,Norge
Lophodermium foliicola,,81082,NE,2021,Sopper,Norge
Lophodermium intermissum,,81085,NE,2021,Sopper,Norge
Lophodermium juniperinum,,81086,NE,2021,Sopper,Norge
Lophodermium maculare,,81088,NE,2021,Sopper,Norge
Lophodermium melaleucum,,81089,NE,2021,Sopper,Norge
Lophodermium oxycocci,,81092,NE,2021,Sopper,Norge
Lophodermium paeoniae,,81093,NE,2021,Sopper,Norge
Lophodermium petiolicola,,81094,NE,2021,Sopper,Norge
Lophodermium piceae,,81095,NE,2021,Sopper,Norge
Lophodermium pinastri,,81096,NE,2021,Sopper,Norge
Lophodermium pyrolae,,81098,NE,2021,Sopper,Norge
Lophodermium seditiosum,,81099,NE,2021,Sopper,Norge
Lophodermium sphaerioides,,81100,NE,2021,Sopper,Norge
Lophodermium typhinum,,81101,NE,2021,Sopper,Norge
Lophodermium versicolor,,81102,NE,2021,Sopper,Norge
Lophodoris danielsseni,,108538,LC,2021,Bløtdyr,Norge
Lophogaster typicus,,47889,LC,2021,Krepsdyr,Norge
Lophomma punctatum,punktedderkopp,2813,LC,2021,Edderkoppdyr,Norge
Lophophacidium hyperboreum,,67965,NE,2021,Sopper,Norge
Lophophanes cristatus,toppmeis,4369,LC,2021,Fugler,Norge
Lophopilio palpinalis,lyngvevkjerring,107476,LC,2021,Edderkoppdyr,Norge
Lophosceles cinereiventris,,26386,NE,2021,Tovinger,Norge
Lophosceles frenatus,,26387,NE,2021,Tovinger,Norge
Lophosceles hians,,26388,NE,2021,Tovinger,Norge
Lophosceles minimus,,26389,NE,2021,Tovinger,Norge
Lophosceles mutatus,,26390,NE,2021,Tovinger,Norge
Lophosia fasciata,,27166,NE,2021,Tovinger,Norge
Lophozia ascendens,råteflik,105300,LC,2021,Moser,Norge
Lophozia ciliata,barkflik,105303,LC,2021,Moser,Norge
Lophozia guttulata,,170111,LC,2021,Moser,Norge
Lophozia lantratoviae,,213627,NE,2021,Moser,Norge
Lophozia longiflora,fauskflik,105317,LC,2021,Moser,Norge
Lophozia savicziae,russeflik,105324,NA,2021,Moser,Norge
Lophozia silvicola,skogflik,105325,LC,2021,Moser,Norge
Lophozia ventricosa,grokornflik,105328,LC,2021,Moser,Norge
Lophozia wenzelii,skeiflik,105329,LC,2021,Moser,Norge
Lophoziopsis excisa,rabbeflik,213632,LC,2021,Moser,Norge
Lophoziopsis longidens,hornflik,213636,LC,2021,Moser,Norge
Lophoziopsis pellucida,kløftflik,213639,EN,2021,Moser,Norge
Lophoziopsis polaris,polarflik,213642,VU,2021,Moser,Norge
Lophoziopsis rubrigemma,,213645,NA,2021,Moser,Norge
Lopus decolor,,110061,LC,2021,Nebbmunner,Norge
Lordiphosa andalusiaca,,25276,LC,2021,Tovinger,Norge
Lordiphosa fenestrarum,,25277,LC,2021,Tovinger,Norge
Lordithon exoletus,,13128,LC,2021,Biller,Norge
Lordithon lunulatus,,13129,LC,2021,Biller,Norge
Lordithon pulchellus,,13130,VU,2021,Biller,Norge
Lordithon speciosus,,13131,LC,2021,Biller,Norge
Lordithon thoracicus,,13132,LC,2021,Biller,Norge
Lordithon trimaculatus,,13133,LC,2021,Biller,Norge
Lordithon trinotatus,,13134,LC,2021,Biller,Norge
Loreleia marchantiae,tvaremosehatt,56660,NE,2021,Sopper,Norge
Loreleia postii,sumpmosehatt,56661,NE,2021,Sopper,Norge
Loricera pilicornis,,5674,LC,2021,Biller,Norge
Loricula elegantula,,109760,LC,2021,Nebbmunner,Norge
Loricula pselaphiformis,,109761,LC,2021,Nebbmunner,Norge
Lota lota,lake,42788,LC,2021,Fisker,Norge
Lotophila atra,,25054,NE,2021,Tovinger,Norge
Lotus angustissimus,småtiriltunge,101968,NA,2021,Karplanter,Norge
Lotus corniculatus,tiriltunge,101969,LC,2021,Karplanter,Norge
Lotus corniculatus var. borealis,fjelltiriltunge,101970,LC,2021,Karplanter,Norge
Lotus corniculatus var. corniculatus,bakketiriltunge,101971,LC,2021,Karplanter,Norge
Lotus dorycnium,,211748,NA,2021,Karplanter,Norge
Lotus glaber,strandtiriltunge,101973,NA,2021,Karplanter,Norge
Lotus maritimus,kløverert,211749,NA,2021,Karplanter,Norge
Lotus pedunculatus,fôrtiriltunge,101974,NA,2021,Karplanter,Norge
Lotus sativus,veitiriltunge,143500,NA,2021,Karplanter,Norge
Lotus subbiflorus,hårtiriltunge,101975,NA,2021,Karplanter,Norge
Loweomyces wynneae,flokekjuke,186714,EN,2021,Sopper,Norge
Loxia curvirostra,grankorsnebb,4254,LC,2021,Fugler,Norge
Loxia leucoptera,båndkorsnebb,4256,VU°,2021,Fugler,Norge
Loxia pytyopsittacus,furukorsnebb,4258,LC,2021,Fugler,Norge
Loxocauda fragilis,,215355,NE,2021,Krepsdyr,Norge
Loxocera albiseta,,23628,LC,2021,Tovinger,Norge
Loxocera aristata,,23629,LC,2021,Tovinger,Norge
Loxocera fulviventris,,23630,LC,2021,Tovinger,Norge
Loxocera nigrifrons,,23632,LC,2021,Tovinger,Norge
Loxocera sylvatica,,23633,LC,2021,Tovinger,Norge
Loxoconcha fragilis,,50185,NE,2021,Krepsdyr,Norge
Loxoconcha rhomboidea,,50186,NE,2021,Krepsdyr,Norge
Loxospora elatina,brisklav,70960,LC,2021,Laver,Norge
Loxostege commixtalis,myrengmott,46396,LC,2021,Sommerfugler,Norge
Loxostege ephippialis,fjellengmott,46397,LC,2021,Sommerfugler,Norge
Loxostege sticticalis,gullkantengmott,46395,NA,2021,Sommerfugler,Norge
Lozotaenia forsterana,skogbladvikler,45791,LC,2021,Sommerfugler,Norge
Lucanus cervus,eikehjort,10587,NE,2021,Biller,Norge
Lucilia bufonivora,,26643,LC,2021,Tovinger,Norge
Lucilia caesar,,26644,LC,2021,Tovinger,Norge
Lucilia illustris,,26645,LC,2021,Tovinger,Norge
Lucilia magnicornis,,26646,LC,2021,Tovinger,Norge
Lucilia regalis,,26647,LC,2021,Tovinger,Norge
Lucilia richardsi,,26648,LC,2021,Tovinger,Norge
Lucilia sericata,,26649,LC,2021,Tovinger,Norge
Lucilia silvarum,,26650,LC,2021,Tovinger,Norge
Lucilla singleyana,veksthusdiskossnegl,121175,NA,2021,Bløtdyr,Norge
Lucinoma borealis,kalveskjell,108217,LC,2021,Bløtdyr,Norge
Luellia furcata,,58120,LC,2021,Sopper,Norge
Luellia recondita,,58121,LC,2021,Sopper,Norge
Luidia ciliaris,sjuarmsjøstjerne,3345,LC,2021,Pigghuder,Norge
Luidia sarsii,femarmsjøstjerne,125273,LC,2021,Pigghuder,Norge
Lullula arborea,trelerke,4132,NT°,2021,Fugler,Norge
Lumbriclymene cylindricauda,,139379,LC,2021,Leddormer,Norge
Lumbriclymene minor,,139380,LC,2021,Leddormer,Norge
Lumbriculus variegatus,,4969,LC,2021,Leddormer,Norge
Lumbricus castaneus,løvmeitemark,4941,LC,2021,Leddormer,Norge
Lumbricus festivus,mørkmeitemark,4942,LC,2021,Leddormer,Norge
Lumbricus herculeus,,136489,EN,2021,Leddormer,Norge
Lumbricus rubellus,skogmeitemark,4943,LC,2021,Leddormer,Norge
Lumbricus terrestris,stormeitemark,4944,LC,2021,Leddormer,Norge
Lumbrineriopsis tsushimaensis,,127578,NE,2021,Leddormer,Norge
Lumbrineris aniara,,127581,LC,2021,Leddormer,Norge
Lumbrineris ater,,153110,NE,2021,Leddormer,Norge
Lumbrineris futilis,,127582,LC,2021,Leddormer,Norge
Lumbrineris latreilli,,127583,NE,2021,Leddormer,Norge
Lumbrineris mixochaeta,,127585,LC,2021,Leddormer,Norge
Lumpenus fabricii,arktisk langebarn,43086,NA,2021,Fisker,Norge
Lumpenus lampretaeformis,langhalet langebarn,43089,LC,2021,Fisker,Norge
Lunaria annua,judaspenger,101262,NA,2021,Karplanter,Norge
Lunaria rediviva,månefiol,101263,NA,2021,Karplanter,Norge
Lundbergia trybomi,,11802,VU,2021,Biller,Norge
Lunularia cruciata,månemose,105443,NA,2021,Moser,Norge
Luperina testacea,blekt stengelfly,47479,LC,2021,Sommerfugler,Norge
Luperus flavipes,rødbrysttrådbladbille,7219,LC,2021,Biller,Norge
Luperus longicornis,svarttrådbladbille,7220,LC,2021,Biller,Norge
Lupinus ×regalis,russell-lupin,101983,NA,2021,Karplanter,Norge
Lupinus albus,hvitlupin,128748,NA,2021,Karplanter,Norge
Lupinus angustifolius,smallupin,101977,NA,2021,Karplanter,Norge
Lupinus arboreus,trelupin,101978,NA,2021,Karplanter,Norge
Lupinus hispanicus,,128749,NA,2021,Karplanter,Norge
Lupinus luteus,gullupin,101979,NA,2021,Karplanter,Norge
Lupinus nootkatensis,sandlupin,101980,NA,2021,Karplanter,Norge
Lupinus perennis,jærlupin,101981,NA,2021,Karplanter,Norge
Lupinus polyphyllus,hagelupin,101982,NA,2021,Karplanter,Norge
Luquetia lobella,,45088,EN,2021,Sommerfugler,Norge
Luronium natans,flytegro,99307,EN,2021,Karplanter,Norge
Luscinia luscinia,nattergal,183923,NT,2021,Fugler,Norge
Luscinia svecica,blåstrupe,183926,LC,2021,Fugler,Norge
Lutra lutra,oter,48068,LC,2021,Pattedyr,Norge
Lutraria lutraria,,108304,LC,2021,Bløtdyr,Norge
Luvarus imperialis,luvar,43171,NA,2021,Fisker,Norge
Luzula arcuata,buefrytle,99842,NT,2021,Karplanter,Norge
Luzula arcuata,buefrytle,99842,LC,2021,Karplanter,Svalbard
Luzula campestris,markfrytle,99843,LC,2021,Karplanter,Norge
Luzula confusa,vardefrytle,99844,NT,2021,Karplanter,Norge
Luzula confusa,vardefrytle,99844,LC,2021,Karplanter,Svalbard
Luzula congesta,heifrytle,99845,LC,2021,Karplanter,Norge
Luzula forsteri,parkfrytle,99846,NA,2021,Karplanter,Norge
Luzula luzuloides,hvitfrytle,99847,NA,2021,Karplanter,Norge
Luzula multiflora,bakkefrytle,99848,LC,2021,Karplanter,Norge
Luzula multiflora subsp. frigida,seterfrytle,99849,LC,2021,Karplanter,Norge
Luzula multiflora subsp. multiflora,engfrytle,99850,LC,2021,Karplanter,Norge
Luzula nivalis,snøfrytle,99851,NT,2021,Karplanter,Svalbard
Luzula nivalis,snøfrytle,99851,VU,2021,Karplanter,Norge
Luzula nivea,sølvfrytle,99852,NA,2021,Karplanter,Norge
Luzula pallescens,bleikfrytle,99853,LC,2021,Karplanter,Norge
Luzula parviflora,hengefrytle,99854,NT,2021,Karplanter,Norge
Luzula pilosa,hårfrytle,99855,LC,2021,Karplanter,Norge
Luzula spicata,aksfrytle,99856,LC,2021,Karplanter,Norge
Luzula spicata,aksfrytle,99856,EN,2021,Karplanter,Svalbard
Luzula sudetica,myrfrytle,99857,LC,2021,Karplanter,Norge
Luzula sylvatica,storfrytle,99858,LC,2021,Karplanter,Norge
Luzula wahlenbergii,reinfrytle,99859,NT,2021,Karplanter,Norge
Luzula wahlenbergii,reinfrytle,99859,NT,2021,Karplanter,Svalbard
Lycaena helle,fiolett gullvinge,46590,EN,2021,Sommerfugler,Norge
Lycaena hippothoe,purpurgullvinge,46592,LC,2021,Sommerfugler,Norge
Lycaena phlaeas,ildgullvinge,46589,LC,2021,Sommerfugler,Norge
Lycaena virgaureae,oransjegullvinge,46591,LC,2021,Sommerfugler,Norge
Lycenchelys kolthoffi,marmorert ålebrosme,43060,LC,2021,Fisker,Norge
Lycenchelys muraena,havålebrosme,43059,LC,2021,Fisker,Norge
Lycenchelys platyrhina,flatsnuteålebrosme,43061,LC,2021,Fisker,Norge
Lycenchelys sarsii,sørlig ålebrosme,43057,LC,2021,Fisker,Norge
Lychaete pygmaea,,186944,LC,2021,Alger,Norge
Lychnis chalcedonica,brennende kjærlighet,101512,NA,2021,Karplanter,Norge
Lychnis coronaria,fløyelsblad,101513,NA,2021,Karplanter,Norge
Lychnis flos-cuculi,hanekam,101514,LC,2021,Karplanter,Norge
Lycia hirtaria,olivenlurvemåler,47108,LC,2021,Sommerfugler,Norge
Lycia lapponaria,myrlurvemåler,47109,LC,2021,Sommerfugler,Norge
Lycia pomonaria,fjellurvemåler,47110,LC,2021,Sommerfugler,Norge
Lyciella affinis,,23356,LC,2021,Tovinger,Norge
Lyciella compsella,,23357,NA,2021,Tovinger,Norge
Lyciella decempunctata,,23358,LC,2021,Tovinger,Norge
Lyciella decipiens,,23359,LC,2021,Tovinger,Norge
Lyciella laeta,,23361,LC,2021,Tovinger,Norge
Lyciella mihalyii,,23362,LC,2021,Tovinger,Norge
Lyciella platycephala,,23364,LC,2021,Tovinger,Norge
Lyciella rorida,,23365,LC,2021,Tovinger,Norge
Lyciella subfasciata,,23367,LC,2021,Tovinger,Norge
Lyciella vittata,,23369,LC,2021,Tovinger,Norge
Lycium barbarum,bukketorn,103723,NA,2021,Karplanter,Norge
Lycium chinense,kinabukketorn,103724,NA,2021,Karplanter,Norge
Lycodes adolfi,silkeålebrosme,43066,LC,2021,Fisker,Norge
Lycodes esmarkii,ulvefisk,43067,LC,2021,Fisker,Norge
Lycodes eudipleurostictus,båndålebrosme,43069,LC,2021,Fisker,Norge
Lycodes frigidus,arktisk ålebrosme,43070,LC,2021,Fisker,Norge
Lycodes gracilis,vanlig ålebrosme,43071,LC,2021,Fisker,Norge
Lycodes luetkenii,rosa ålebrosme,43074,LC,2021,Fisker,Norge
Lycodes pallidus,blek ålebrosme,43076,LC,2021,Fisker,Norge
Lycodes paamiuti,paamiutålebrosme,43075,LC,2021,Fisker,Norge
Lycodes reticulatus,nettålebrosme,43078,LC,2021,Fisker,Norge
Lycodes rossi,nordlig ålebrosme,43079,LC,2021,Fisker,Norge
Lycodes seminudus,halvnaken ålebrosme,43080,LC,2021,Fisker,Norge
Lycodes squamiventer,skjellålebrosme,43081,LC,2021,Fisker,Norge
Lycodonus flagellicauda,spisshalet ålebrosme,43064,LC,2021,Fisker,Norge
Lycogala epidendrum,ulvemelk,121860,LC,2021,Sopper,Norge
Lycoperdina succincta,,7757,VU,2021,Biller,Norge
Lycoperdon altimontanum,,54318,DD,2021,Sopper,Norge
Lycoperdon caudatum,vrangrøyksopp,54320,NT,2021,Sopper,Norge
Lycoperdon cretaceum,polarrøyksopp,54321,LC,2021,Sopper,Norge
Lycoperdon echinatum,piggsvinrøyksopp,54324,VU,2021,Sopper,Norge
Lycoperdon ericaeum,heirøyksopp,54325,LC,2021,Sopper,Norge
Lycoperdon excipuliforme,stilkrøyksopp,54327,LC,2021,Sopper,Norge
Lycoperdon frigidum,rabberøyksopp,54328,LC,2021,Sopper,Norge
Lycoperdon lambinonii,småsporet skogrøyksopp,54329,LC,2021,Sopper,Norge
Lycoperdon lividum,sandrøyksopp,54330,LC,2021,Sopper,Norge
Lycoperdon mammiforme,flassrøyksopp,54331,EN,2021,Sopper,Norge
Lycoperdon molle,brun røyksopp,54332,LC,2021,Sopper,Norge
Lycoperdon nigrescens,mørk vorterøyksopp,54333,LC,2021,Sopper,Norge
Lycoperdon norvegicum,seterrøyksopp,54335,LC,2021,Sopper,Norge
Lycoperdon perlatum,vorterøyksopp,54336,LC,2021,Sopper,Norge
Lycoperdon pratense,engrøyksopp,54337,LC,2021,Sopper,Norge
