scientificName,vernacularName,taxonId,redListCategory,assessmentYear,speciesGroup,assessmentArea
Scoloplos armiger,,144482,LC,2021,Leddormer,Norge
Scoloposcelis pulchella,,110204,LC,2021,Nebbmunner,Norge
Scolopostethus affinis,,110365,LC,2021,Nebbmunner,Norge
Scolopostethus decoratus,,110366,LC,2021,Nebbmunner,Norge
Scolopostethus grandis,,110367,LC,2021,Nebbmunner,Norge
Scolopostethus pictus,,110368,LC,2021,Nebbmunner,Norge
Scolopostethus pilosus,,110369,NT,2021,Nebbmunner,Norge
Scolopostethus thomsoni,,110371,LC,2021,Nebbmunner,Norge
Scolytus intricatus,eikesplintborer,9255,LC,2021,Biller,Norge
Scolytus laevis,almesplintborer,9256,LC,2021,Biller,Norge
Scolytus ratzeburgii,bjørkesplintborer,9261,LC,2021,Biller,Norge
Scolytus rugulosus,frukttresplintborer,9262,LC,2021,Biller,Norge
Scolytus triarmatus,,9264,CR,2021,Biller,Norge
Scomber scombrus,makrell,43191,LC,2021,Fisker,Norge
Scomberesox saurus,makrellgjedde,42838,NA,2021,Fisker,Norge
Scopaeus laevigatus,,12576,NT,2021,Biller,Norge
Scopaeus pusillus,,12578,VU,2021,Biller,Norge
Scopaeus sulcicollis,,12580,VU,2021,Biller,Norge
Scoparia ambigualis,junimosemott,46293,LC,2021,Sommerfugler,Norge
Scoparia ancipitella,grå mosemott,46294,LC,2021,Sommerfugler,Norge
Scoparia basistrigalis,rotstrekmosemott,46292,NT,2021,Sommerfugler,Norge
Scoparia conicella,,129558,NA,2021,Sommerfugler,Norge
Scoparia pyralella,prydmosemott,46295,LC,2021,Sommerfugler,Norge
Scoparia subfusca,engmosemott,46291,LC,2021,Sommerfugler,Norge
Scopelocheirus crenatus,,2321,LC,2021,Krepsdyr,Norge
Scopelocheirus hopei,,2322,LC,2021,Krepsdyr,Norge
Scopelophila ligulata,,152670,CR,2021,Moser,Norge
Scophthalmus maximus,piggvar,43221,LC,2021,Fisker,Norge
Scophthalmus rhombus,slettvar,43218,LC,2021,Fisker,Norge
Scopolia carniolica,galnebær,103747,NA,2021,Karplanter,Norge
Scopula floslactata,blek urtemåler,46735,LC,2021,Sommerfugler,Norge
Scopula frigidaria,polarurtemåler,46733,LC,2021,Sommerfugler,Norge
Scopula immorata,engurtemåler,46730,LC,2021,Sommerfugler,Norge
Scopula immutata,sumpurtemåler,46732,LC,2021,Sommerfugler,Norge
Scopula incanata,bergurtemåler,46731,LC,2021,Sommerfugler,Norge
Scopula ternata,blåbærurtemåler,46734,LC,2021,Sommerfugler,Norge
Scopuloides rimosa,rimbarksopp,57079,LC,2021,Sopper,Norge
Scorpidium cossonii,brunmakkmose,104524,LC,2021,Moser,Norge
Scorpidium revolvens,rødmakkmose,104525,LC,2021,Moser,Norge
Scorpidium scorpioides,stormakkmose,104526,LC,2021,Moser,Norge
Scorpioteleia longepetiolata,,214005,LC,2021,Vepser,Norge
Scorpiurus vermiculatus,skorpionurt,102031,NA,2021,Karplanter,Norge
Scorzonera hispanica,skorsonerrot,100785,NA,2021,Karplanter,Norge
Scorzonera humilis,griseblad,100786,NT,2021,Karplanter,Norge
Scorzoneroides autumnalis,føllblom,100788,LC,2021,Karplanter,Norge
Scorzoneroides autumnalis autumnalis,bakkeføllblom,100789,LC,2021,Karplanter,Norge
Scorzoneroides autumnalis var. keretina,,211729,LC,2021,Karplanter,Norge
Scorzoneroides autumnalis var. pratensis,fjellfølblom,211760,LC,2021,Karplanter,Norge
Scotina celans,stripesmånattjeger,3012,LC,2021,Edderkoppdyr,Norge
Scotina gracilipes,kollesmånattjeger,3013,LC,2021,Edderkoppdyr,Norge
Scotina palliardii,myrsmånattjeger,133806,LC,2021,Edderkoppdyr,Norge
Scotinotylus alpigena,nordlysedderkopp,133792,DD,2021,Edderkoppdyr,Norge
Scotinotylus clavatus,alpeedderkopp,2918,LC,2021,Edderkoppdyr,Norge
Scotinotylus evansi,sløredderkopp,2919,LC,2021,Edderkoppdyr,Norge
Scotomyces subviolaceus,,56239,LC,2021,Sopper,Norge
Scotophaeus blackwalli,husmuseedderkopp,2621,NA,2021,Edderkoppdyr,Norge
Scotophaeus quadripunctatus,firprikkmuseedderkopp,2622,NA,2021,Edderkoppdyr,Norge
Scotopteryx chenopodiata,brun bakkemåler,46746,LC,2021,Sommerfugler,Norge
Scotopteryx luridata,julibakkemåler,46747,NA,2021,Sommerfugler,Norge
Scraptia testacea,,127342,NT,2021,Biller,Norge
Scrobicularia plana,pepperskjell,108350,LC,2021,Bløtdyr,Norge
Scrobipalpa acuminatella,,45528,VU,2021,Sommerfugler,Norge
Scrobipalpa atriplicella,,45535,LC,2021,Sommerfugler,Norge
Scrobipalpa clintoni,,45529,LC,2021,Sommerfugler,Norge
Scrobipalpa murinella,,45536,LC,2021,Sommerfugler,Norge
Scrobipalpa nitentella,,45533,LC,2021,Sommerfugler,Norge
Scrobipalpa obsoletella,,45534,LC,2021,Sommerfugler,Norge
Scrobipalpa reiprichi,klippebåtmøll,45530,CR,2021,Sommerfugler,Norge
Scrobipalpa salicorniae,,173986,EN,2021,Sommerfugler,Norge
Scrobipalpa samadensis,,45532,LC,2021,Sommerfugler,Norge
Scrobipalpa stangei,,45531,EN,2021,Sommerfugler,Norge
Scrobipalpopsis petasitis,,45526,LC,2021,Sommerfugler,Norge
Scrobipalpula diffluella,,45539,EN,2021,Sommerfugler,Norge
Scrobipalpula psilella,,45538,EN,2021,Sommerfugler,Norge
Scrophularia auriculata,vassbrunrot,102583,NA,2021,Karplanter,Norge
Scrophularia chrysantha,gullbrunrot,102584,NA,2021,Karplanter,Norge
Scrophularia nodosa,brunrot,102585,LC,2021,Karplanter,Norge
Scrophularia peregrina,,145639,NA,2021,Karplanter,Norge
Scrophularia scopolii,møllebrunrot,102586,NA,2021,Karplanter,Norge
Scrophularia scorodonia,atlantisbrunrot,102587,NA,2021,Karplanter,Norge
Scrophularia umbrosa,strandbrunrot,102588,NA,2021,Karplanter,Norge
Scrophularia vernalis,vårbrunrot,102589,NA,2021,Karplanter,Norge
Scutellaria alpina,alpeskjoldbærer,145640,NA,2021,Karplanter,Norge
Scutellaria altissima,storskjoldbærer,102364,NA,2021,Karplanter,Norge
Scutellaria galericulata,skjoldbærer,102365,LC,2021,Karplanter,Norge
Scutellinia ampullacea,,79427,NE,2021,Sopper,Norge
Scutellinia cejpii,fjellkransøye,79428,LC,2021,Sopper,Norge
Scutellinia crinita,,79429,LC,2021,Sopper,Norge
Scutellinia crucipila,stjernehåret kransøye,96335,LC,2021,Sopper,Norge
Scutellinia decipiens,,79430,NE,2021,Sopper,Norge
Scutellinia heterosculpturata,,79431,LC,2021,Sopper,Norge
Scutellinia hyperborea,,79432,LC,2021,Sopper,Norge
Scutellinia kerguelensis,nymfekransøye,79433,LC,2021,Sopper,Norge
Scutellinia macrospora,,79434,LC,2021,Sopper,Norge
Scutellinia minor,,79435,LC,2021,Sopper,Norge
Scutellinia minutella,,79436,NE,2021,Sopper,Norge
Scutellinia mirabilis,vidunderkransøye,79437,NE,2021,Sopper,Norge
Scutellinia nigrohirtula,nøkkekransøye,79438,NE,2021,Sopper,Norge
Scutellinia nivea,hvitt kransøye,79439,NE,2021,Sopper,Norge
Scutellinia olivascens,stort kransøye,79440,LC,2021,Sopper,Norge
Scutellinia paludicola,,79441,NE,2021,Sopper,Norge
Scutellinia patagonica,,79442,LC,2021,Sopper,Norge
Scutellinia pilatii,,79443,NE,2021,Sopper,Norge
Scutellinia pseudotrechispora,nettsporet kransøye,79444,LC,2021,Sopper,Norge
Scutellinia scutellata,rødt kransøye,79445,LC,2021,Sopper,Norge
Scutellinia subhirtella,,79447,LC,2021,Sopper,Norge
Scutellinia superba,,79448,NE,2021,Sopper,Norge
Scutellinia torrentis,flokkransøye,79449,LC,2021,Sopper,Norge
Scutellinia trechispora,rundsporet kransøye,79450,LC,2021,Sopper,Norge
Scutellinia umbrorum,knølkransøye,79451,NE,2021,Sopper,Norge
Scutellinia vitreola,,79452,LC,2021,Sopper,Norge
Scutigera coleoptrata,,203660,NA,2021,Mangefotinger,Norge
Scutigerella causeyae,,133410,NE,2021,Mangefotinger,Norge
Scutigerella immaculata,,118919,NE,2021,Mangefotinger,Norge
Scutigerella palmonii,,133411,NE,2021,Mangefotinger,Norge
Scutisotoma armeriae,,15461,LC,2010,Spretthaler,Norge
Scutisotoma subarctica,,15463,NT,2010,Spretthaler,Norge
Scutopus robustus,,120378,NE,2021,Bløtdyr,Norge
Scutopus ventrolineatus,,120379,NE,2021,Bløtdyr,Norge
Scutoscypha fagi,,67880,NE,2021,Sopper,Norge
Scutula circumspecta,,187241,LC,2021,Laver,Norge
Scutula effusa,,187240,NE,2021,Laver,Norge
Scydmaenus hellwigii,,11438,NT,2021,Biller,Norge
Scydmaenus perrisi,,11439,VU,2021,Biller,Norge
Scydmaenus rufus,,11440,VU,2021,Biller,Norge
Scydmaenus tarsatus,,11441,LC,2021,Biller,Norge
Scydmoraphes helvolus,,11415,DD,2021,Biller,Norge
Scydmoraphes minutus,,11416,LC,2021,Biller,Norge
Scyliorhinus canicula,småflekket rødhai,42467,LC,2021,Fisker,Norge
Scyliorhinus stellaris,storflekket rødhai,42470,NA,2021,Fisker,Norge
Scymnus (Mimopullus) fennicus,taigadvergmarihøne,7536,LC,2021,Biller,Norge
Scymnus (Neopullus) haemorrhoidalis,rødranddvergmarihøne,7539,LC,2021,Biller,Norge
Scymnus (Neopullus) limbatus,vierdvergmarihøne,7540,LC,2021,Biller,Norge
Scymnus (Parapullus) abietis,rød dvergmarihøne,7542,NT,2021,Biller,Norge
Scymnus (Pullus) auritus,eikedvergmarihøne,7544,LC,2021,Biller,Norge
Scymnus (Pullus) suturalis,tofarget dvergmarihøne,7548,LC,2021,Biller,Norge
Scymnus femoralis,svart dvergmarihøne,7526,LC,2021,Biller,Norge
Scymnus frontalis,toflekket dvergmarihøne,7527,LC,2021,Biller,Norge
Scymnus jakowlewi,rabbedvergmarihøne,7528,NT,2021,Biller,Norge
Scymnus nigrinus,stor dvergmarihøne,7529,LC,2021,Biller,Norge
Scymnus schmidti,krattdvergmarihøne,7531,LC,2021,Biller,Norge
Scymnus suffrianioides,kystdvergmarihøne,7532,NT,2021,Biller,Norge
Scythris cicadella,,45207,EN,2021,Sommerfugler,Norge
Scythris disparella,,45213,EN,2021,Sommerfugler,Norge
Scythris empetrella,,45211,CR,2021,Sommerfugler,Norge
Scythris fuscopterella,,213182,VU,2021,Sommerfugler,Norge
Scythris inspersella,,45209,LC,2021,Sommerfugler,Norge
Scythris laminella,,45214,EN,2021,Sommerfugler,Norge
Scythris limbella,,45208,LC,2021,Sommerfugler,Norge
Scythris noricella,,45210,LC,2021,Sommerfugler,Norge
Scythris picaepennis,,45212,VU,2021,Sommerfugler,Norge
Scythris potentillella,,45206,LC,2021,Sommerfugler,Norge
Scythropia crataegella,hagtornspinnmøll,44938,LC,2021,Sommerfugler,Norge
Scytinium aragonii,vranghinnelav,145151,LC,2021,Laver,Norge
Scytinium callopismum,dvergglye,145152,EN,2021,Laver,Norge
Scytinium fragrans,almeglye,145153,CR,2021,Laver,Norge
Scytinium gelatinosum,tuehinnelav,145154,LC,2021,Laver,Svalbard
Scytinium gelatinosum,tuehinnelav,145154,LC,2021,Laver,Norge
Scytinium imbricatum,skjellhinnelav,145155,NE,2021,Laver,Svalbard
Scytinium imbricatum,skjellhinnelav,145155,LC,2021,Laver,Norge
Scytinium intermedium,putehinnelav,145156,NE,2021,Laver,Norge
Scytinium lichenoides,flishinnelav,145157,LC,2021,Laver,Svalbard
Scytinium lichenoides,flishinnelav,145157,LC,2021,Laver,Norge
Scytinium magnussonii,strandhinnelav,145159,VU,2021,Laver,Norge
Scytinium palmatum,kysthinnelav,145160,LC,2021,Laver,Norge
Scytinium parvum,småglye,145161,NE,2021,Laver,Svalbard
Scytinium parvum,småglye,145161,LC,2021,Laver,Norge
Scytinium plicatile,foldehinnelav,145162,LC,2021,Laver,Norge
Scytinium pulvinatum,polsterhinnelav,145163,LC,2021,Laver,Norge
Scytinium schraderi,rynkehinnelav,145164,NT,2021,Laver,Norge
Scytinium subtile,dverghinnelav,145165,NE,2021,Laver,Norge
Scytinium tenuissimum,frynsehinnelav,145166,LC,2021,Laver,Norge
Scytinium teretiusculum,buskhinnelav,145167,LC,2021,Laver,Norge
Scytinium tetrasporum,leirhinnelav,145168,CR,2021,Laver,Norge
Scytinostroma galactinum,lundflakskinn,57500,VU,2021,Sopper,Norge
Scytinostroma odoratum,flakskinn,57501,LC,2021,Sopper,Norge
Scytinostroma portentosum,naftalinlærsopp,57502,LC,2021,Sopper,Norge
Scytinostroma praestans,trevleflakskinn,57503,NT,2021,Sopper,Norge
Scytinostromella heterogenea,,57927,DD,2021,Sopper,Norge
Scytinostromella humifaciens,,57928,NE,2021,Sopper,Norge
Scytinostromella nannfeldtii,,57929,LC,2021,Sopper,Norge
Scytosiphon lomentaria,fjæreslo,107259,LC,2021,Alger,Norge
Sebacina dimitica,,57950,LC,2021,Sopper,Norge
Sebacina epigaea,,57951,LC,2021,Sopper,Norge
Sebacina grisea,gråtalg,57952,NE,2021,Sopper,Norge
Sebacina incrustans,skorpetalg,57954,LC,2021,Sopper,Norge
Sebastes mentella,snabeluer,42878,LC,2021,Fisker,Norge
Sebastes norvegicus,vanlig uer,42877,EN,2021,Fisker,Norge
Sebastes viviparus,lusuer,42879,LC,2021,Fisker,Norge
Secale cereale,rug,100195,NA,2021,Karplanter,Norge
Secale cereale,rug,100195,NA,2021,Karplanter,Svalbard
Securigera securidaca,ballastvikke,102033,NA,2021,Karplanter,Norge
Securigera varia,kronvikke,102034,NA,2021,Karplanter,Norge
Sedum acre,bitterbergknapp,103595,LC,2021,Karplanter,Norge
Sedum album,hvitbergknapp,103596,LC,2021,Karplanter,Norge
Sedum anglicum,kystbergknapp,103597,LC,2021,Karplanter,Norge
Sedum annuum,småbergknapp,103598,LC,2021,Karplanter,Norge
Sedum dasyphyllum,dvergbergknapp,152310,NA,2021,Karplanter,Norge
Sedum forsterianum,konglebergknapp,103599,NA,2021,Karplanter,Norge
Sedum hispanicum,gråbergknapp,103600,NA,2021,Karplanter,Norge
Sedum lydium,lydisk bergknapp,128011,NA,2021,Karplanter,Norge
Sedum rupestre,broddbergknapp,103601,LC,2021,Karplanter,Norge
Sedum sexangulare,kantbergknapp,103602,NA,2021,Karplanter,Norge
Sedum villosum,lodnebergknapp,103603,LC,2021,Karplanter,Norge
Segestria senoculata,hoggormedderkopp,3170,LC,2021,Edderkoppdyr,Norge
Segmentina nitida,glansskivesnegl,121048,EN,2021,Bløtdyr,Norge
Sehirus luctuosus,mørktorntege,110560,LC,2021,Nebbmunner,Norge
Seioptera vibrans,,23812,LC,2021,Tovinger,Norge
Seirospora interrupta,perlesporealge,106549,LC,2021,Alger,Norge
Selagia spadicella,rødlig smalmott,46221,LC,2021,Sommerfugler,Norge
Selaginella selaginoides,dvergjamne,103862,LC,2021,Karplanter,Norge
Selandria melanosterna,,151617,DD,2021,Vepser,Norge
Selandria serva,,112573,LC,2021,Vepser,Norge
Selatosomus aeneus,metallsmeller,10292,LC,2021,Biller,Norge
Selatosomus cruciatus,korssmeller,10293,LC,2021,Biller,Norge
Selatosomus melancholicus,safirsmeller,10295,LC,2021,Biller,Norge
Selenia dentaria,blek månemåler,47018,LC,2021,Sommerfugler,Norge
Selenia lunularia,flikmånemåler,47019,LC,2021,Sommerfugler,Norge
Selenia tetralunaria,praktmånemåler,47020,LC,2021,Sommerfugler,Norge
Selenodes karelica,rødknappvikler,45829,EN,2021,Sommerfugler,Norge
Selidosema brunnearia,heimåler,47082,NA,2021,Sommerfugler,Norge
Seligeria acutifolia,nålblygmose,104443,VU,2021,Moser,Norge
Seligeria brevifolia,svaiblygmose,104444,LC,2021,Moser,Norge
Seligeria calcarea,klakblygmose,190739,EN,2021,Moser,Norge
Seligeria carniolica,svepeblygmose,104446,CR,2021,Moser,Norge
Seligeria donniana,holeblygmose,104448,LC,2021,Moser,Norge
Seligeria oelandica,begerblygmose,104449,VU,2021,Moser,Norge
Seligeria patula,urneblygmose,104450,VU,2021,Moser,Norge
Seligeria pusilla,nurkblygmose,104452,VU,2021,Moser,Norge
Seligeria tristichoides,radblygmose,104455,LC,2021,Moser,Norge
Selinum carvifolia,krusfrø,100364,NT,2021,Karplanter,Norge
Semanotus undatus,,6434,LC,2021,Biller,Norge
Semblis atrata,,49935,LC,2021,Vårfluer,Norge
Semblis phalaenoides,storflekket kongevårflue,119960,NT,2021,Vårfluer,Norge
Semibalanus balanoides,fjærerur,48282,LC,2021,Krepsdyr,Norge
Semicytherura acuticostata,,50109,NE,2021,Krepsdyr,Norge
Semicytherura affinis,,50110,NE,2021,Krepsdyr,Norge
Semicytherura angulata,,50111,NE,2021,Krepsdyr,Norge
Semicytherura concentrica,,50112,NE,2021,Krepsdyr,Norge
Semicytherura cornuta,,50113,NE,2021,Krepsdyr,Norge
Semicytherura glaseri,,50114,NE,2021,Krepsdyr,Norge
Semicytherura inconspicua,,50115,NE,2021,Krepsdyr,Norge
Semicytherura nigrescens,,50116,NE,2021,Krepsdyr,Norge
Semicytherura producta,,50117,NE,2021,Krepsdyr,Norge
Semicytherura sella,,50119,NE,2021,Krepsdyr,Norge
Semicytherura similis,,50120,NE,2021,Krepsdyr,Norge
Semicytherura striata,,50121,NE,2021,Krepsdyr,Norge
Semicytherura undata,,50122,NE,2021,Krepsdyr,Norge
Semidalis aleyrodiformis,mellusvoksvinge,169327,LC,2021,Nettvinger,Norge
Semioscopis avellanella,,45085,LC,2021,Sommerfugler,Norge
Semioscopis oculella,,45083,LC,2021,Sommerfugler,Norge
Semioscopis steinkellneriana,,45086,LC,2021,Sommerfugler,Norge
Semioscopis strigulana,,45084,LC,2021,Sommerfugler,Norge
Semljicola alticola,østnutedderkopp,133793,LC,2021,Edderkoppdyr,Norge
Semljicola angulatus,vinkelnutedderkopp,2921,LC,2021,Edderkoppdyr,Norge
Semljicola barbiger,jervnutedderkopp,133794,LC,2021,Edderkoppdyr,Norge
Semljicola caliginosus,viernutedderkopp,133795,EN,2021,Edderkoppdyr,Norge
Semljicola faustus,knaggnutedderkopp,2922,LC,2021,Edderkoppdyr,Norge
Semljicola lapponicus,lappnutedderkopp,2924,LC,2021,Edderkoppdyr,Norge
Semljicola latus,mosenutedderkopp,2923,LC,2021,Edderkoppdyr,Norge
Sempervivum arachnoideum,spindelvevtakløk,103605,NA,2021,Karplanter,Norge
Sempervivum tectorum,takløk,103606,NA,2021,Karplanter,Norge
Senecio inaequidens,boersvineblom,100796,NA,2021,Karplanter,Norge
Senecio leucanthemifolius,,143559,NA,2021,Karplanter,Norge
Senecio leucanthemifolius subsp. vernalis,vårsvineblom,143611,NA,2021,Karplanter,Norge
Senecio nemorensis,parksvineblom,143560,NA,2021,Karplanter,Norge
Senecio ovatus,glisnesvineblom,100799,NA,2021,Karplanter,Norge
Senecio pseudoarnica,strandsvineblom,100800,NA,2021,Karplanter,Norge
Senecio squalidus,steinsvineblom,100801,NA,2021,Karplanter,Norge
Senecio sylvaticus,bergsvineblom,100803,LC,2021,Karplanter,Norge
Senecio viscosus,klistersvineblom,100805,NA,2021,Karplanter,Norge
Senecio vulgaris,åkersvineblom,100806,LC,2021,Karplanter,Norge
Senecio vulgaris,åkersvineblom,100806,NA,2021,Karplanter,Svalbard
Senecio vulgaris var. hibernicus,,167469,NA,2021,Karplanter,Norge
Senecio vulgaris var. vulgaris,,167468,LC,2021,Karplanter,Norge
Senna marilandica,villsenna,102036,NA,2021,Karplanter,Norge
Senna obtusifolia,soyasenna,102037,NA,2021,Karplanter,Norge
Senometopia pollinosa,,27340,NE,2021,Tovinger,Norge
Senometopia separata,,27341,NE,2021,Tovinger,Norge
Senotainia conica,,26863,LC,2021,Tovinger,Norge
Senotainia puncticornis,,26864,LC,2021,Tovinger,Norge
Seoda similis,,213991,LC,2021,Tovinger,Norge
Sepedon (Sepedon) sphegea,,23976,LC,2021,Tovinger,Norge
Sepedon (Sepedon) spinipes,,23977,LC,2021,Tovinger,Norge
Sepedophilus bipunctatus,,13178,EN,2021,Biller,Norge
Sepedophilus constans,,13180,LC,2021,Biller,Norge
Sepedophilus immaculatus,,13181,LC,2021,Biller,Norge
Sepedophilus littoreus,,13182,LC,2021,Biller,Norge
Sepedophilus marshami,,13184,LC,2021,Biller,Norge
Sepedophilus pedicularius,,13186,LC,2021,Biller,Norge
Sepedophilus testaceus,,13187,LC,2021,Biller,Norge
Sepia officinalis,,120189,NA,2021,Bløtdyr,Norge
Sepietta oweniana,,120195,LC,2021,Bløtdyr,Norge
Sepiola atlantica,,120197,LC,2021,Bløtdyr,Norge
Sepiola aurantiaca,,120198,NA,2021,Bløtdyr,Norge
Sepiola pfefferi,,120199,LC,2021,Bløtdyr,Norge
Sepiola rondeletii,,120200,NA,2021,Bløtdyr,Norge
Sepsis biflexuosa,,24032,LC,2021,Tovinger,Norge
Sepsis cynipsea,,24033,LC,2021,Tovinger,Norge
Sepsis flavimana,,24035,LC,2021,Tovinger,Norge
Sepsis fulgens,,24036,LC,2021,Tovinger,Norge
Sepsis nigripes,,24038,LC,2021,Tovinger,Norge
Sepsis orthocnemis,,24039,LC,2021,Tovinger,Norge
Sepsis punctum,,24040,LC,2021,Tovinger,Norge
Sepsis violacea,,24043,LC,2021,Tovinger,Norge
Septoria galeopsidis,,128423,NE,2021,Sopper,Norge
Septoria glomerata,,128424,NE,2021,Sopper,Norge
Septoria linnaeae,,128426,NE,2021,Sopper,Norge
Septoria oxytropidis,,128427,NE,2021,Sopper,Norge
Septoria sanguisorbae,,128429,NE,2021,Sopper,Norge
Sepultariella patavina,,215882,NE,2021,Sopper,Norge
Serendipita sigmaspora,,152034,NE,2021,Sopper,Norge
Sergentia coracina,,17047,NE,2021,Tovinger,Norge
Sergentia prima,,17048,NE,2021,Tovinger,Norge
Sergestes arcticus,rødflekkglassreke,16427,LC,2021,Krepsdyr,Norge
Seri obscuripennis,,22326,LC,2021,Tovinger,Norge
Serica brunnea,brun oldenborre,10762,LC,2021,Biller,Norge
Sericoda quadripunctata,,5562,NT,2021,Biller,Norge
Sericoderus lateralis,,7564,LC,2021,Biller,Norge
Sericomyia arctica,arktisk tigerflue,23110,VU,2021,Tovinger,Norge
Sericomyia jakutica,polartigerflue,23111,VU,2021,Tovinger,Norge
Sericomyia lappona,fjelltigerflue,23112,LC,2021,Tovinger,Norge
Sericomyia nigra,svart tigerflue,23113,LC,2021,Tovinger,Norge
Sericomyia silentis,myrtigerflue,23114,LC,2021,Tovinger,Norge
Sericostoma personatum,,49973,LC,2021,Vårfluer,Norge
Sericus brunneus,brunsmeller,10381,LC,2021,Biller,Norge
Serinus serinus,gulirisk,4266,NA,2021,Fugler,Norge
Serpoleskea confervoides,bustkrypmose,199929,LC,2021,Moser,Norge
Serpula himantioides,tømmernettsopp,56168,LC,2021,Sopper,Norge
Serpula lacrymans,ekte hussopp,56169,NA,2021,Sopper,Norge
Serpula vermicularis,rød kalkrørsmark,51379,LC,2021,Leddormer,Norge
Serpulomyces borealis,foldeskinn,151996,NT,2021,Sopper,Norge
Serratula tinctoria,jærtistel,100808,CR,2021,Karplanter,Norge
Serripes groenlandicus,grønlandsskjell,108301,LC,2021,Bløtdyr,Norge
Serrivomer beanii,nebbål,204470,NA,2021,Fisker,Norge
Serromyia femorata,,20093,NE,2021,Tovinger,Norge
Serromyia ledicola,,20094,NE,2021,Tovinger,Norge
Serromyia morio,,20095,NE,2021,Tovinger,Norge
Serropalpus barbatus,,9494,LC,2021,Biller,Norge
Seseli libanotis,hjorterot,100366,NT,2021,Karplanter,Norge
Sesia apiformis,ospeglassvinge,45623,LC,2021,Sommerfugler,Norge
Sesia bembeciformis,gulkrageglassvinge,45624,VU,2021,Sommerfugler,Norge
Sesleria uliginosa,svenskegras,161693,CR,2021,Karplanter,Norge
Setacera aurata,,25531,NE,2021,Tovinger,Norge
Setacera micans,,25533,NE,2021,Tovinger,Norge
Setaria faberi,kinabusthirse,100199,NA,2021,Karplanter,Norge
Setaria italica,stor busthirse,100201,NA,2021,Karplanter,Norge
